# t, u(t), y(t)
0.00000000,5271058.01272290,786.46180262
0.01000000,5365765.67849217,15231.02935840
0.02000000,5480755.44184625,17944.72765750
0.03000000,4958367.88144986,12089.39004329
0.04000000,4411287.01558438,144.28633368
0.05000000,5130150.77374544,-7772.58135907
0.06000000,5348433.22095159,-11725.35334674
0.07000000,5113045.82845270,-8604.93583681
0.08000000,5043865.93544532,-3190.93109915
0.09000000,5486613.41444274,4198.91297446
0.10000000,5379163.61048645,7714.79117106
0.11000000,4543510.75521629,6532.01079135
0.12000000,5388902.36625866,3440.84312885
0.13000000,5120749.04298793,-2125.95595554
0.14000000,5202001.68406245,-4693.15969507
0.15000000,4855804.03836148,-5340.60473614
0.16000000,5875705.29092612,-2446.07288888
0.17000000,5128719.61198666,2257.96691516
0.18000000,4431673.35833061,1954.47127941
0.19000000,6076445.74404505,4151.63020961
0.20000000,4859670.09326706,2699.46239123
0.21000000,6005982.31121159,-389.03315661
0.22000000,5613198.65565368,-739.53507872
0.23000000,5026879.85098352,-792.70704845
0.24000000,4794025.53358152,-3180.94464292
0.25000000,-2555521.65835986,-673.89825407
0.26000000,-2417204.91514366,-20885.31351893
0.27000000,-3456610.25082684,-26215.73544357
0.28000000,-3630126.73435978,-18391.76788599
0.29000000,-3111577.28211300,-2234.68643512
0.30000000,-4310273.53232620,11138.75656331
0.31000000,-2318352.07413819,18777.03591681
0.32000000,-4010316.28500243,14367.79027639
0.33000000,-2313521.34657360,5363.06364965
0.34000000,-2836963.64417040,-5475.93867432
0.35000000,-3113092.68884566,-10876.19566685
0.36000000,-2393272.69659643,-9409.64002261
0.37000000,-3294266.42149147,-5463.69706762
0.38000000,-3190557.94846627,1887.59737823
0.39000000,-2977321.85171683,8261.35264461
0.40000000,-3909419.35198157,6900.98781958
0.41000000,-1883819.53746569,4157.80375560
0.42000000,-3594833.52207826,300.60229154
0.43000000,-3306313.29736752,-3187.85825506
0.44000000,-2838056.33361080,-4421.82274013
0.45000000,-3860102.55258491,-2767.27850534
0.46000000,-3686609.61950133,762.58316718
